0.304,0.923
0.238,0.401
0.923,0.067
0.534,0.061
0.258,0.484
0.328,0.055
0.909,0.570
0.498,0.060
0.364,0.065
0.372,0.765
0.052,0.775
0.404,0.034
0.475,0.065
0.981,0.507
0.164,0.504
0.396,0.076
0.650,0.810
0.500,0.134
0.028,0.707
0.237,0.860
0.936,0.020
0.714,0.705
0.400,0.001
0.253,0.883
0.085,0.761
0.628,0.826
0.233,0.402
0.254,0.920
0.897,0.069
0.352,0.095
0.924,0.013
0.970,0.595
0.398,0.065
0.947,0.537
0.511,0.680
0.235,0.442
0.413,0.022
0.423,0.062
0.388,0.097
0.889,0.032
0.470,0.753
0.963,0.020
0.056,0.795
0.219,0.502
0.196,0.523
0.258,0.882
0.847,0.039
0.285,0.477
0.166,0.490
0.469,0.716
0.367,0.119
0.344,0.033
0.260,0.586
1.001,0.589
0.467,0.746
0.427,0.708
0.458,0.767
0.288,0.905
0.389,0.769
0.421,0.058
0.556,0.115
0.644,0.786
0.250,0.502
0.488,0.021
0.055,0.802
0.530,0.079
0.321,0.464
0.996,0.452
0.387,0.695
0.903,0.001
0.910,0.037
0.159,0.406
0.090,0.763
0.174,0.445
0.204,0.415
0.539,0.031
0.961,0.523
0.431,0.023
0.669,0.744
0.677,0.829
0.494,0.045
0.482,0.104
0.663,0.831
0.034,0.770
0.658,0.799
0.258,0.908
0.763,0.805
0.948,0.570
0.462,0.688
0.982,0.042
0.532,0.092
0.537,0.065
0.456,0.685
0.803,0.062
1.007,0.548
0.379,0.692
0.936,0.040
0.146,0.814
0.350,0.129
1.013,0.587
0.216,0.494
0.267,0.903
0.683,0.744
0.496,0.180
0.427,0.730
0.492,0.639
0.678,0.750
0.275,0.914
0.149,0.473
0.226,0.446
0.445,0.692
0.231,0.543
0.324,0.096
0.416,0.792
0.164,0.441
0.098,0.753
1.002,0.498
0.079,0.793
0.360,0.044
0.988,0.483
0.263,0.439
0.071,0.726
0.300,0.538
0.514,0.091
0.353,0.121
0.169,0.438
0.974,0.599
0.993,0.026
0.382,0.862
0.302,0.049
0.180,0.414
0.740,0.855
0.364,0.045
0.115,0.797
0.335,0.085
0.982,0.554
0.221,0.417
0.424,0.012
0.419,0.722
0.536,0.040
1.009,0.523
0.387,0.096
0.746,0.858
0.244,0.978
0.414,0.741
0.503,0.710
0.046,0.736
0.133,0.854
0.442,0.760
0.402,0.014
0.325,0.463
0.723,0.849
0.349,0.043
0.917,0.010
1.007,0.572
0.116,0.739
1.001,0.504
0.258,0.463
0.255,0.843
0.328,0.526
0.944,0.081
0.380,0.117
0.415,0.702
0.490,0.088
0.962,0.490
0.957,0.522
0.297,0.453
0.222,0.512
0.238,0.921
0.600,0.822
0.664,0.778
0.245,0.451
0.901,0.555
0.043,0.809
0.476,0.043
0.233,0.515
0.247,0.458
0.313,0.106
0.306,0.879
0.089,0.776
0.944,0.069
0.260,0.892
0.673,0.789
0.198,0.455
0.091,0.738
0.899,0.484
0.956,0.515
0.380,0.727
0.467,0.685
0.431,0.063
0.667,0.803
0.328,0.884
0.349,0.108
0.515,0.157
0.354,0.115
0.301,0.965
0.501,0.132
0.959,0.021
0.666,0.843
0.946,0.559
0.762,0.753
0.953,0.539
0.202,0.463
0.263,0.404
0.439,0.103
0.028,0.824
0.411,0.022
0.699,0.834
0.979,0.549
0.217,0.475
0.398,0.732
0.431,0.082
0.097,0.756
0.302,0.579
0.478,0.771
0.415,0.678
0.869,0.107
0.212,0.485
0.252,0.933
0.231,0.483
0.452,0.760
1.010,0.539
0.324,0.837
0.959,0.540
0.296,0.908
0.668,0.759
0.391,0.032
0.504,0.034
0.432,0.664
0.289,0.968
0.068,0.723
0.995,0.581
0.075,0.721
0.908,0.019
0.650,0.778
0.231,0.463
0.699,0.897
0.190,0.418
0.978,0.631
0.517,0.067
1.024,0.486
0.867,0.025
0.062,0.767
0.326,0.911
0.319,0.074
0.223,0.508
0.688,0.815
0.094,0.734
0.996,0.670
0.976,0.043
0.961,0.558
0.824,0.051
0.050,0.878
0.415,0.691
0.470,0.712
0.430,0.748
0.273,0.943
0.289,0.479
0.992,0.562
0.404,0.734
0.985,0.508
0.399,0.068
1.017,0.569
0.631,0.793
0.509,0.094
0.379,0.703
0.102,0.767
0.427,0.053
0.726,0.774
0.485,0.069
0.500,0.048
0.481,0.717
0.094,0.798
0.596,0.095
0.095,0.913
0.926,0.035
0.074,0.808
0.342,0.080
0.195,0.436
0.503,0.012
0.928,0.456
0.378,0.094
0.530,0.061
0.998,0.560
0.698,0.827
0.283,0.538
0.388,0.010
0.926,0.609
0.242,0.498
0.952,0.020
0.064,0.758
0.327,0.959
0.345,0.022
1.018,0.496
0.287,0.514
