0.129,0.736
0.136,0.811
0.706,0.842
0.483,0.069
0.228,0.462
0.463,0.778
0.388,0.132
0.280,0.489
0.392,0.095
0.429,0.013
0.981,0.547
0.504,0.050
0.417,0.751
0.672,0.796
0.458,0.135
0.281,0.482
0.352,0.749
0.282,0.950
0.319,0.607
0.099,0.736
0.088,0.678
0.486,0.120
0.966,0.576
0.336,0.122
1.002,0.512
0.250,0.505
0.657,0.764
0.168,0.487
0.514,0.045
1.018,0.536
0.255,0.435
0.213,0.940
0.519,0.067
0.435,0.042
0.429,0.068
0.267,0.454
0.498,0.066
0.193,0.376
0.172,0.457
0.508,0.134
0.530,0.095
0.936,0.038
0.387,0.055
0.946,0.014
0.461,0.093
0.314,0.890
0.922,0.003
0.938,0.006
0.238,0.438
0.462,0.128
0.266,0.907
0.250,0.473
0.299,0.463
0.963,0.492
0.942,0.076
0.407,0.066
0.117,0.811
0.658,0.785
0.053,0.751
0.241,0.431
0.317,0.911
0.312,0.566
0.657,0.754
0.185,0.516
0.020,0.811
0.529,0.110
0.352,0.504
0.666,0.798
0.520,0.074
0.308,0.497
0.670,0.764
0.262,0.925
0.927,0.077
0.320,0.937
1.029,0.471
0.625,0.761
0.307,0.521
0.425,0.645
0.970,0.598
0.337,0.067
0.153,0.436
0.276,0.400
0.704,0.778
0.295,0.892
0.432,0.079
0.476,0.052
0.158,0.742
0.254,0.416
0.077,0.734
0.992,0.038
0.304,0.502
0.280,0.486
0.497,0.154
0.363,0.087
0.980,0.028
0.065,0.825
0.066,0.777
0.137,0.568
0.430,0.090
0.287,0.509
0.221,0.377
0.515,0.718
0.342,0.009
0.462,0.733
0.908,0.015
0.996,0.519
0.227,0.494
0.252,0.944
0.164,0.908
0.472,0.029
0.992,0.553
0.058,0.874
0.330,0.916
0.976,0.024
0.887,0.082
0.429,0.747
0.482,0.760
0.515,0.051
0.460,0.747
0.191,0.493
0.069,0.752
0.027,0.787
0.076,0.782
0.309,0.028
0.707,0.831
0.684,0.845
0.358,0.922
0.336,0.901
0.281,0.479
0.467,0.770
0.365,0.884
0.152,0.467
0.215,0.478
0.075,0.791
0.669,0.772
0.356,0.062
0.274,0.488
0.275,0.538
0.422,0.024
0.483,0.103
0.285,0.892
0.420,0.111
1.018,0.590
0.214,0.505
0.105,0.854
0.349,0.821
0.286,0.982
0.323,0.038
0.387,0.071
0.440,0.132
0.956,0.067
0.868,0.010
0.378,0.075
0.410,0.714
0.201,0.450
1.032,0.502
0.981,0.547
0.230,0.519
0.367,0.761
0.324,0.926
0.675,0.795
0.258,0.563
0.206,0.461
0.168,0.463
0.468,0.162
0.974,0.559
0.245,0.521
0.299,0.515
0.226,0.487
0.487,0.684
0.734,0.858
0.232,0.566
0.900,0.542
0.251,1.061
0.118,0.763
0.755,0.756
0.247,0.442
0.684,0.775
0.449,0.059
0.279,0.855
0.496,0.100
0.745,0.768
0.283,0.160
0.511,0.749
0.407,0.094
0.261,0.920
0.934,0.530
0.094,0.802
0.222,0.473
0.260,0.909
0.177,0.462
0.356,0.016
0.061,0.786
0.529,0.094
0.994,0.516
0.196,0.514
0.954,0.031
0.234,0.515
0.194,0.473
0.434,0.050
0.255,0.472
0.058,0.834
0.723,0.791
0.473,0.074
1.005,0.515
0.664,0.809
0.247,0.476
0.287,0.489
0.308,0.871
0.526,0.088
0.305,0.524
0.285,0.109
0.530,0.056
0.048,0.797
0.019,0.797
0.505,0.083
0.321,0.052
0.288,0.597
0.308,0.573
0.188,0.373
0.406,0.066
0.930,0.046
0.539,0.101
0.256,0.956
0.464,0.751
0.414,0.677
0.114,0.773
0.220,0.893
1.036,0.591
0.477,0.747
0.112,0.729
0.318,0.527
0.430,0.719
0.204,0.975
0.355,0.076
0.491,0.673
0.449,0.796
0.156,0.446
0.053,0.847
0.236,0.497
0.331,0.890
0.179,0.470
0.606,0.882
0.220,0.429
0.073,0.799
0.039,0.727
0.644,0.812
0.623,0.789
0.894,0.006
0.372,0.030
0.212,0.417
0.335,0.106
0.694,0.860
0.261,0.449
0.065,0.698
0.237,0.902
0.883,0.042
0.969,0.002
0.533,0.009
0.172,0.522
0.547,0.059
0.957,0.481
0.330,0.500
0.143,0.720
0.274,0.970
0.542,0.008
0.213,0.359
0.439,0.736
0.237,0.442
0.176,0.437
0.477,0.743
0.342,0.926
0.071,0.748
0.376,0.089
0.314,0.918
0.679,0.841
0.978,0.019
0.724,0.828
0.230,0.635
0.232,0.432
0.378,0.083
0.262,0.377
1.026,0.606
0.229,0.473
0.097,0.824
0.452,0.217
0.453,0.703
0.642,0.817
0.081,0.778
0.746,0.812
0.276,0.908
0.298,0.548
0.643,0.820
0.495,0.766
0.969,0.047
0.043,0.796
0.107,0.461
0.227,0.948
0.500,0.756
0.195,0.473
0.244,0.490
0.224,0.385
0.423,0.692
0.264,0.896
0.247,0.508
0.891,0.026
0.466,0.028
0.972,0.033
0.365,0.020
0.120,0.825
0.436,0.045
0.960,0.001
0.974,0.583
0.688,0.799
0.682,0.780
0.948,0.021
0.315,0.956
0.547,0.071
0.223,0.446
0.313,0.845
0.465,0.098
0.196,0.476
1.017,0.550
0.154,0.755
0.417,0.041
0.505,0.060
0.900,0.545
0.251,0.449
0.086,0.833
0.980,0.065
1.024,0.505
0.461,0.713
0.368,0.122
0.999,0.565
0.253,0.889
0.455,0.089
0.287,0.865
0.005,0.824
0.631,0.791
0.139,0.754
0.295,0.941
0.401,0.100
0.273,0.515
0.742,0.835
0.330,0.829
0.258,0.487
0.960,0.016
0.536,0.061
0.121,0.847
0.395,0.028
0.191,0.458
0.218,0.466
0.272,0.550
0.316,0.870
0.261,0.475
0.439,0.098
0.290,0.467
0.490,0.724
0.422,0.009
1.034,0.590
0.944,0.002
0.728,0.817
0.116,0.796
0.443,0.050
0.112,0.766
0.415,0.055
0.551,0.155
0.511,0.731
0.258,0.940
0.045,0.786
0.426,0.701
0.387,0.070
0.746,0.807
0.898,0.067
0.538,0.007
0.892,0.017
0.330,0.031
0.479,0.034
0.261,0.863
0.966,0.088
0.353,0.085
0.091,0.760
0.205,0.474
0.508,0.170
0.255,0.882
0.610,0.817
0.515,0.030
0.948,0.064
0.491,0.089
0.385,0.043
0.206,0.910
0.253,0.525
0.344,0.895
0.943,0.089
